p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
21,20,19,19,20,20,10,19,20,21
19,19,14,19,15,15,14,19,15,19
10,13,19,19,8,16,22,14,19,19
19,13,14,16,19,14,15,15,14,14
13,13,9,1,13,8,9,8,9,13
14,9,15,8,16,15,10,-1,8,15
16,16,19,15,20,9,10,16,9,20
7,7,14,3,10,4,9,7,13,4
19,20,20,21,21,21,10,25,20,16
15,20,16,25,14,19,19,19,15,19
7,14,14,10,15,9,10,14,13,15
15,14,13,19,16,19,13,19,15,14
7,7,9,8,14,8,1,13,4,8
2,9,2,7,10,7,7,13,7,7
22,31,21,19,25,22,26,25,25,25
9,10,7,7,1,9,7,10,7,10
25,25,26,15,25,25,26,25,21,25
16,19,14,16,16,19,14,19,20,19
9,14,16,13,9,19,15,16,4,19
20,16,21,19,21,25,20,20,20,19
13,20,20,19,20,21,19,19,20,14
10,13,9,7,13,14,13,4,9,13
14,13,14,13,10,13,10,10,10,14
15,15,13,15,10,14,13,14,14,13
33,31,27,31,19,31,26,31,27,22
21,22,25,19,26,16,21,21,25,21
15,19,16,19,14,15,14,14,15,19
20,19,19,16,20,16,20,19,20,20
13,22,26,27,25,19,13,28,26,22
19,-1,19,4,10,15,13,15,10,19
-1,14,9,13,2,3,14,13,13,2
13,9,15,13,8,10,13,14,10,14
19,20,26,22,25,26,25,4,25,25
14,13,14,13,7,13,14,13,14,13
26,32,22,10,26,25,25,22,26,25
9,15,14,10,15,13,13,14,15,14
21,21,25,19,26,28,21,22,27,14
19,14,19,19,-1,19,16,9,19,20
20,20,21,19,25,21,20,22,25,20
15,13,13,10,13,15,14,14,3,14
19,4,-1,19,19,20,16,16,14,20
15,22,22,16,21,25,25,25,10,20
15,9,7,15,14,15,19,20,9,19
16,19,14,13,13,19,8,19,19,20
20,25,20,20,19,25,22,21,16,13
26,27,21,22,27,25,26,25,27,13
20,16,21,20,20,19,20,15,15,20
13,14,14,14,19,14,15,3,16,15
15,22,19,21,21,22,25,25,21,19
16,26,16,25,19,16,28,25,28,22
15,15,20,15,16,13,15,14,8,15
13,13,13,-1,4,14,9,7,10,13
7,14,4,13,10,10,14,14,7,10
7,7,8,13,14,13,13,8,9,8
25,20,26,21,28,25,26,13,16,13
25,27,22,26,25,26,25,27,25,25
4,15,16,15,9,13,15,14,13,15
10,15,13,14,13,13,14,14,13,13
9,10,4,8,7,9,14,10,10,9
19,21,20,15,19,13,4,14,20,21
7,21,25,22,20,21,16,22,7,19
14,13,14,15,16,13,19,16,15,19
26,28,25,25,20,8,26,25,19,25
16,21,20,20,16,20,7,20,16,16
20,20,14,19,20,22,16,19,-1,19
4,8,9,9,8,9,8,9,10,13
13,20,20,25,15,20,20,19,19,20
14,19,13,14,19,13,14,14,14,8
19,21,19,13,19,15,10,15,20,16
13,7,9,10,13,15,10,8,-1,14
13,13,15,13,16,10,13,15,15,15
19,19,14,19,19,20,15,16,22,20
10,26,21,22,16,22,22,22,21,25
31,22,19,31,27,27,31,27,16,27
22,15,15,19,26,25,25,26,21,22
32,26,32,22,34,34,22,33,32,46
14,8,13,13,10,14,13,10,14,13
10,9,13,15,14,14,14,15,14,19
13,13,14,13,14,16,14,4,14,13
22,25,21,21,21,19,21,13,22,20
13,14,13,13,13,8,13,13,13,13
9,10,10,13,13,15,16,15,14,19
13,4,7,10,10,13,8,8,13,10
16,20,19,16,15,14,14,15,16,13
16,9,15,14,15,13,16,14,15,14
19,4,19,19,7,15,9,19,14,9
19,15,19,15,19,10,13,7,21,19
10,19,19,20,19,19,16,19,20,22
16,14,10,13,19,14,15,14,14,13
9,19,16,16,19,19,14,19,14,19
19,20,20,19,20,22,16,21,20,13
7,13,15,16,13,13,16,10,8,14
10,7,8,13,7,16,13,13,14,2
26,25,25,21,21,19,20,19,25,25
19,25,20,20,20,20,20,16,21,19
14,15,3,2,13,13,13,13,14,8
19,19,9,15,19,19,20,14,14,16
19,19,19,7,9,15,16,20,19,8
21,26,25,27,28,25,15,19,26,25
15,21,19,22,20,20,19,16,20,19
19,19,16,16,20,19,19,20,19,14
13,13,16,8,19,19,19,14,8,15
19,15,20,19,15,21,16,16,19,19
13,16,13,8,13,14,13,13,10,13
19,26,21,22,21,21,13,20,19,19
22,19,15,19,20,20,3,15,25,19
14,21,21,22,20,10,20,22,21,19
10,7,13,7,4,13,7,13,9,9
19,19,16,15,15,19,19,19,19,20
15,16,15,10,19,15,9,20,10,10
21,19,19,19,19,19,21,19,14,15
3,21,20,20,19,25,21,22,16,13
26,25,27,16,26,25,26,26,26,21
25,16,15,25,25,25,13,27,16,20
19,31,26,31,13,31,27,31,27,31
10,13,9,9,8,15,7,10,13,9
19,20,16,20,19,20,13,15,19,20
22,19,25,21,15,20,14,19,19,16
19,26,25,31,13,13,20,27,25,31
15,7,10,16,8,15,14,15,14,14
15,10,-1,14,19,16,21,13,19,22
25,25,25,4,25,26,15,21,26,25
25,22,19,22,22,16,19,10,25,25
20,15,19,19,16,20,19,13,19,20
19,9,22,20,19,19,15,10,16,10
14,13,14,16,3,15,19,14,14,10
-1,7,13,-1,15,14,13,13,14,14
16,20,25,10,19,21,16,13,25,10
1,2,9,8,9,9,3,4,8,7
15,21,25,27,25,25,25,21,25,26
21,20,21,16,20,20,21,19,4,21
7,19,15,19,16,19,19,14,10,20
19,19,4,19,19,13,20,15,20,20
20,19,9,15,19,16,19,19,9,7
13,19,14,16,19,19,15,20,20,20
14,14,13,10,8,13,14,13,7,14
10,20,19,22,20,19,20,20,19,9
20,19,21,20,25,13,20,21,10,22
14,19,14,15,15,14,19,13,13,20
19,19,10,15,13,9,7,19,16,8
21,19,9,19,21,19,19,20,20,14
14,9,8,13,9,9,9,10,15,13
27,15,25,19,25,25,19,26,20,13
9,22,20,20,15,20,21,9,25,19
20,21,7,-1,19,19,13,25,21,8
13,13,10,14,13,15,14,10,10,15
14,15,16,14,14,3,13,19,15,15
15,16,20,19,16,19,15,3,15,25
27,31,25,16,26,26,28,27,28,25
9,15,15,14,15,15,19,13,19,15
15,21,15,19,21,25,19,19,13,21
25,10,19,19,19,21,20,21,21,25
14,14,10,13,19,3,13,13,14,13
2,8,7,8,7,10,7,13,7,8
10,21,22,19,19,26,19,-1,19,21
19,7,19,16,21,19,19,19,19,16
15,13,15,13,19,19,16,15,13,16
21,21,22,22,13,22,13,22,25,16
10,9,10,4,8,7,7,8,8,9
19,19,19,13,10,15,15,19,21,21
14,19,22,21,21,15,21,15,10,14
7,10,8,15,7,14,-1,15,13,15
13,14,8,9,7,9,10,14,13,10
16,16,4,9,19,13,16,21,20,4
15,7,8,14,16,14,13,14,19,14
13,13,13,9,10,4,8,-1,8,14
19,20,19,16,16,20,19,20,16,15
13,15,13,14,13,14,10,15,10,13
19,21,20,19,16,21,19,19,20,16
15,13,14,14,14,14,13,-1,14,15
25,25,25,26,21,26,26,26,26,26
4,21,31,20,13,25,25,25,20,26
27,25,20,21,21,25,13,8,20,19
9,13,14,15,14,15,15,8,19,14
22,22,21,25,25,25,25,26,25,22
3,14,19,19,20,19,20,16,21,20
15,14,15,13,14,14,13,13,-1,14
10,14,9,8,13,10,10,9,10,10
13,14,8,14,13,13,8,15,19,15
20,16,20,13,19,7,13,16,20,21
22,25,20,19,27,26,22,20,13,25
8,13,13,13,8,9,7,13,13,10
14,15,15,19,19,19,20,14,10,16
15,20,15,15,14,19,9,16,7,9
14,20,22,21,21,19,25,25,25,25
19,16,8,22,25,25,19,9,16,3
-1,7,13,7,15,13,3,15,13,13
27,22,13,25,27,16,16,26,22,21
20,7,10,13,19,19,19,20,-1,19
15,8,16,2,15,13,10,1,7,14
14,19,15,19,19,16,16,19,10,20
14,19,20,21,20,20,15,19,20,19
25,21,19,25,25,20,21,20,14,22
10,13,14,8,14,10,15,13,9,13
28,22,25,27,26,26,19,26,25,27
13,20,20,22,19,21,20,21,9,19
19,19,14,19,9,16,20,19,20,9
15,15,14,19,14,14,8,13,14,15
19,15,19,19,19,19,3,10,19,19
10,28,21,20,13,15,20,25,9,13
10,14,19,20,19,19,9,4,19,20
16,20,21,20,19,22,19,20,20,19
19,16,15,16,14,19,16,19,9,10
13,13,13,14,10,9,16,13,-1,9
15,16,14,15,14,7,14,16,19,15
22,21,21,21,19,20,14,21,20,9
25,22,19,15,16,21,20,21,22,20
15,15,16,19,21,19,21,16,19,20
20,16,19,19,20,21,7,20,21,19
4,15,19,10,19,19,20,16,15,20
20,15,19,19,13,16,20,20,4,15
21,20,13,22,22,20,22,16,19,10
25,25,22,25,25,22,19,26,26,13
20,-1,19,19,21,20,19,19,-1,19
25,27,16,27,26,25,27,27,27,25
7,14,13,9,13,10,10,15,14,14
19,22,19,20,19,19,13,16,19,19
20,15,19,19,10,16,15,19,13,13
19,14,20,25,21,25,19,15,21,25
52,34,34,46,16,52,46,46,52,34
14,15,14,15,14,13,15,14,19,19
16,20,19,25,25,25,15,25,9,25
4,13,13,14,9,13,3,14,9,13
22,13,19,21,22,19,21,21,20,19
8,10,9,8,7,13,10,13,7,10
7,20,25,16,20,19,10,13,16,7
25,22,22,15,25,25,26,21,25,21
14,19,14,10,20,15,19,13,10,20
32,32,25,31,32,32,32,31,31,31
14,15,16,16,14,14,15,14,14,14
32,31,31,32,28,28,31,28,27,28
21,25,25,26,25,19,21,26,25,28
20,19,13,19,19,19,14,19,9,4
19,31,27,19,32,13,28,28,22,27
13,13,19,10,15,20,19,19,19,13
19,16,19,19,19,21,16,25,16,25
9,9,13,15,14,13,19,14,13,13
10,14,14,9,9,13,15,10,13,13
15,14,15,15,10,15,16,15,15,16
9,15,13,14,13,14,13,9,7,4
9,15,14,10,14,19,19,13,14,14
25,25,25,25,26,21,25,25,16,26
13,2,13,15,19,13,9,16,13,14
26,26,19,25,25,26,16,19,28,27
15,10,10,8,-1,13,14,10,13,13
25,19,21,21,21,22,25,16,25,20
10,13,13,13,13,15,13,14,14,14
14,14,13,16,19,19,20,14,19,16
16,19,16,15,16,20,15,14,19,19
20,19,19,20,19,10,20,19,20,19
26,27,28,13,25,25,25,25,28,25
22,15,19,20,16,21,10,20,15,19
21,13,19,8,19,14,19,20,19,4
13,19,25,20,20,19,19,19,10,19
19,4,14,13,14,14,16,16,14,15
16,13,19,19,13,19,10,15,19,19
10,8,9,16,13,13,13,10,8,15
9,15,15,15,16,19,15,19,19,16
20,21,19,14,20,22,20,13,15,15
21,21,25,25,25,20,15,16,13,13
20,21,20,21,16,19,21,19,21,19
16,15,16,19,14,16,20,13,16,20
7,8,4,4,7,8,8,14,7,8
10,15,14,14,20,16,14,14,20,14
13,14,19,14,15,14,14,14,19,13
9,15,13,25,16,15,3,8,21,14
21,20,7,13,19,15,10,9,19,20
19,20,15,9,-1,19,19,-1,19,14
20,20,21,20,19,22,21,25,22,20
16,14,20,19,14,16,20,20,19,16
20,19,21,16,21,20,21,16,19,19
26,25,26,26,15,31,19,27,27,26
13,8,10,9,4,7,8,7,8,13
22,25,20,20,25,21,25,25,19,22
14,10,14,14,14,14,14,14,14,15
20,19,13,16,20,15,9,20,19,19
8,3,9,10,13,8,9,10,2,9
19,14,21,7,19,20,21,25,28,21
16,9,14,7,14,13,14,13,13,13
19,16,20,19,19,9,19,14,7,20
19,20,16,19,25,21,7,19,19,21
20,19,21,19,20,10,20,19,19,21
28,13,31,22,31,32,31,31,31,31
8,8,13,13,13,9,10,1,9,8
20,19,19,15,20,21,20,21,20,15
15,21,21,20,4,19,21,15,19,19
9,9,7,7,7,7,9,9,7,4
20,20,19,19,20,20,20,19,19,20
13,1,3,2,7,10,9,8,7,4
13,13,8,10,9,13,8,13,8,13
20,20,10,15,20,19,7,19,19,20
8,4,10,8,13,8,8,9,1,3
19,21,20,21,25,13,19,25,20,25
13,15,10,14,10,14,14,14,10,7
13,15,14,13,10,13,13,13,13,15
27,32,27,22,25,25,22,27,25,9
14,13,7,10,13,15,16,9,19,15
15,15,10,10,26,22,19,21,19,20
20,21,9,22,20,13,7,26,16,22
15,13,14,13,14,10,13,16,4,10
27,26,27,31,13,25,26,25,15,28
8,13,8,13,13,13,10,9,14,8
13,4,14,10,15,10,13,7,2,13
9,13,10,10,15,13,9,8,14,3
25,21,19,19,25,25,4,25,22,25
19,7,19,10,7,20,20,20,16,19
27,28,26,22,32,25,28,26,20,26
15,20,19,19,19,19,16,19,14,19
21,10,19,21,20,19,10,20,26,13
10,19,19,19,19,21,21,9,9,-1
28,32,31,31,31,31,15,31,27,31
13,15,3,10,8,15,19,10,8,13
19,15,8,20,15,21,20,20,15,10
20,19,21,19,21,19,20,16,19,19
19,25,26,15,25,25,25,26,21,25
15,19,16,15,14,10,13,21,16,13
13,19,19,21,13,16,19,19,20,13
25,20,10,19,19,21,10,19,19,13
15,9,16,14,13,14,14,16,15,13
21,21,25,-1,19,21,13,9,21,25
14,15,13,15,14,14,15,15,16,19
10,19,19,15,13,19,10,15,9,20
28,32,28,26,31,21,28,16,22,15
15,14,19,19,14,13,21,15,19,15
20,15,21,21,22,13,14,19,21,22
16,15,19,15,19,9,25,10,10,19
25,26,26,26,25,31,28,25,28,32
16,9,16,14,15,14,15,10,9,14
13,10,19,14,14,14,14,19,16,13
20,22,19,21,25,21,19,21,20,20
19,14,15,13,16,13,15,7,-1,19
19,15,19,19,19,19,19,19,19,14
7,10,9,9,2,7,10,13,9,4
16,15,15,15,14,8,20,21,9,15
7,20,19,19,20,13,20,19,13,21
16,20,16,7,10,16,19,10,20,21
21,21,21,25,20,22,25,9,10,27
20,26,22,20,14,20,20,19,22,25
13,14,15,13,14,15,8,16,14,14
14,14,14,16,4,19,19,19,15,20
13,15,14,14,14,13,16,13,14,14
16,31,27,27,27,27,28,22,25,27
2,14,15,4,10,20,13,19,19,15
19,16,19,19,19,16,19,19,19,19
13,16,25,10,16,10,22,25,19,13
13,10,10,26,27,13,13,9,13,13
13,13,3,8,19,13,19,16,15,13
15,19,16,13,15,10,16,9,16,13
14,14,14,-1,15,10,10,15,10,19
19,19,16,16,16,19,19,2,19,15
34,34,33,33,46,33,34,31,34,46
4,9,13,15,13,14,13,9,14,14
14,15,13,16,13,14,15,15,15,13
13,9,10,8,10,3,10,9,14,9
9,9,7,3,8,10,7,9,9,8
16,10,20,19,22,20,21,20,-1,20
19,20,15,21,20,20,19,20,16,21
20,9,14,15,14,14,15,19,8,15
20,20,22,25,7,13,20,22,22,25
25,21,21,15,10,16,16,16,22,19
22,10,15,16,14,15,20,19,19,20
13,15,14,14,7,15,14,13,13,15
26,19,27,26,25,25,26,25,25,27
25,25,26,19,25,25,25,22,25,25
32,15,33,33,33,34,33,31,34,32
16,19,19,19,4,16,20,9,19,19
21,25,13,21,25,20,20,13,10,25
8,10,13,14,14,8,9,13,10,13
13,9,10,22,19,21,22,19,16,13
3,8,10,8,8,9,3,14,14,9
15,19,14,14,19,19,19,14,19,19
15,21,22,21,13,25,25,21,25,14
33,32,32,32,31,32,32,32,32,32
14,13,15,14,13,13,14,13,13,14
16,19,7,10,19,13,13,20,20,19
13,15,7,15,10,14,20,14,9,13
13,13,15,2,13,13,9,10,7,7
13,14,21,13,19,15,14,13,8,9
8,13,10,10,8,13,3,10,14,10
14,14,7,14,16,9,10,14,16,8
21,22,15,13,20,25,21,25,22,15
22,25,21,25,26,22,20,25,19,20
21,19,20,20,16,21,21,15,21,21
20,21,13,21,13,21,21,20,9,20
7,9,9,8,9,7,7,9,3,13
2,7,9,3,8,8,13,7,9,10
13,14,9,8,9,13,13,15,4,13
20,16,16,21,21,20,25,19,16,19
16,10,13,7,13,14,7,16,13,19
15,19,16,15,16,14,9,16,19,13
7,8,13,9,9,8,13,10,10,7
15,15,13,15,14,16,15,15,13,15
14,25,19,16,19,20,19,21,21,13
25,22,21,19,14,19,19,25,20,21
21,19,19,21,25,20,31,25,20,25
20,22,22,25,25,20,22,20,25,25
19,20,9,19,19,20,13,16,21,19
13,9,4,14,14,7,13,13,13,7
7,9,8,8,13,7,7,8,8,13
13,14,13,10,13,13,13,14,3,13
19,28,26,25,25,25,27,19,25,22
16,21,10,20,21,19,19,19,20,20
19,10,10,20,21,19,19,20,19,15
8,10,7,2,14,13,15,9,8,9
16,4,14,13,14,10,13,13,13,14
21,20,4,25,22,21,26,25,25,27
13,15,13,13,13,14,15,10,14,14
10,9,13,9,8,13,14,13,8,13
32,34,32,26,32,25,31,31,33,33
22,22,15,22,3,14,21,25,21,16
16,19,13,13,20,8,25,21,20,20
13,13,14,7,14,10,14,13,13,15
13,14,15,14,14,15,14,14,16,19
14,15,21,13,16,7,4,4,19,20
25,15,16,25,22,26,16,25,26,25
21,26,19,20,20,25,25,9,4,25
13,13,21,16,22,21,25,9,19,25
20,16,19,15,19,25,16,21,19,19
16,26,19,21,16,20,22,20,22,14
20,19,25,19,9,16,16,20,20,21
13,13,10,9,9,14,10,9,7,14
4,19,15,19,15,14,10,20,15,15
21,21,19,14,19,10,14,21,19,16
21,19,19,13,10,19,16,21,20,20
25,25,10,21,25,21,20,20,25,20
25,20,21,25,26,22,7,22,27,25
8,9,9,8,4,8,10,1,13,8
22,33,32,16,32,31,27,32,31,32
19,20,19,14,9,21,20,20,14,19
15,16,19,9,9,19,20,19,20,16
16,14,16,14,15,16,19,20,15,19
20,20,19,20,19,19,16,19,19,19
14,19,19,8,10,22,15,21,22,19
13,13,15,9,14,15,13,10,13,13
15,19,19,15,19,19,15,19,20,16
22,27,22,25,25,26,25,25,25,10
22,22,10,20,25,15,22,21,25,22
22,19,19,3,14,21,15,19,19,3
21,21,19,25,19,25,21,25,9,20
19,21,19,20,22,22,20,21,21,21
13,19,20,10,16,20,15,20,19,16
9,8,10,4,7,4,13,9,13,1
14,8,15,10,15,14,9,19,10,7
9,8,1,8,8,9,3,9,9,9
16,20,21,19,25,21,16,21,15,19
15,9,10,15,16,20,16,19,10,16
19,15,20,14,9,10,19,10,16,19
9,13,10,10,13,4,13,13,13,13
7,1,13,7,3,13,8,8,10,8
13,15,15,14,15,13,2,4,14,14
15,20,20,21,21,22,21,19,10,21
13,9,10,13,10,10,9,13,15,13
32,25,31,32,8,28,32,34,31,32
21,20,25,10,20,20,19,22,22,20
13,15,7,14,15,15,19,10,16,13
19,10,8,19,21,20,9,19,19,20
15,14,20,13,-1,10,8,13,19,10
9,8,13,15,4,4,3,13,10,7
19,14,15,14,14,16,13,10,14,4
15,7,13,19,14,13,13,14,10,15
19,21,19,10,10,22,22,19,19,21
25,20,27,31,28,15,32,31,27,28
19,19,16,15,14,19,19,13,13,19
19,13,20,19,19,16,21,21,20,20
13,9,8,10,14,13,13,7,2,13
25,22,15,15,25,7,25,22,25,25
31,32,10,26,27,31,31,27,13,31
26,19,26,26,25,21,31,21,21,26
16,15,21,21,22,20,22,10,22,10
4,10,15,4,20,20,19,14,19,19
10,19,19,10,21,14,19,19,20,20
15,3,14,10,7,14,9,13,14,14
19,19,16,15,16,15,21,19,19,19
19,15,13,15,10,19,14,15,19,15
10,13,7,15,16,3,15,16,15,16
20,19,19,19,9,19,16,20,16,19
28,32,31,31,31,31,31,31,32,31
20,16,20,20,20,10,20,20,21,16
13,9,7,15,8,16,16,19,13,19
15,22,16,20,19,13,19,15,13,10
20,19,19,15,19,19,21,10,20,19
15,16,9,15,19,20,22,19,19,10
15,20,16,15,21,16,15,20,21,9
25,25,21,9,25,19,16,20,21,20
14,15,19,13,13,13,10,14,13,15
9,8,7,7,9,9,4,7,4,7
20,9,14,19,19,20,9,19,19,16
46,46,19,34,34,32,40,33,34,34
20,20,19,19,19,19,19,19,19,10
10,9,9,14,13,9,13,9,14,14
22,19,19,15,20,19,16,15,15,15
14,-1,13,14,14,13,10,9,14,13
15,26,22,26,25,25,25,27,25,26
25,31,21,25,14,27,4,26,19,25
13,13,13,14,15,8,15,14,10,13
25,32,33,28,32,20,34,46,32,25
19,20,13,19,19,20,15,20,10,16
9,19,15,-1,15,16,9,15,16,16
25,26,26,19,19,22,19,13,21,21
15,19,21,15,19,25,26,20,16,16
10,13,8,10,3,13,8,13,8,10
16,19,14,15,19,19,19,15,16,19
15,13,14,8,10,15,13,19,14,13
7,14,19,15,14,15,14,15,14,15
15,14,9,14,14,8,-1,20,19,19
22,25,22,25,26,22,21,25,25,19
19,19,13,16,13,19,15,20,19,21
19,15,19,13,16,25,8,19,14,19
9,13,10,10,2,8,7,7,8,8
13,14,15,15,10,16,13,14,15,13
19,20,20,21,15,15,19,19,19,19
21,19,19,20,13,22,25,22,20,25
15,19,22,13,20,19,20,21,16,13
9,3,3,14,7,8,4,8,4,13
19,13,19,19,20,19,13,19,16,19
9,7,9,8,10,9,7,13,9,10
14,15,10,14,14,14,4,15,14,20
9,13,13,14,14,9,13,14,14,14
15,19,19,7,10,16,20,19,21,19
14,8,13,13,14,13,10,14,13,15
14,16,15,13,14,15,9,9,14,14
25,22,10,20,21,21,19,-1,20,20
8,21,13,20,21,19,20,21,21,21
9,10,8,14,14,9,9,2,7,4
26,25,25,15,25,25,15,25,15,15
19,20,19,21,15,21,20,16,21,20
15,14,15,13,14,15,19,15,15,13
8,9,8,8,3,4,14,8,4,9
13,9,10,14,9,13,9,13,7,9
13,21,21,20,20,20,21,21,19,31
10,13,19,19,20,20,21,10,25,19
14,14,16,16,14,8,15,13,14,15
16,19,15,9,20,19,20,10,21,13
9,19,8,15,19,4,19,20,15,15
7,3,4,13,13,10,3,9,3,14
19,20,14,21,19,21,20,22,15,20
31,19,31,19,25,25,10,25,26,25
22,21,20,21,3,21,20,20,20,16
15,21,20,16,19,20,19,16,20,19
21,20,20,21,8,22,26,20,19,25
4,9,4,9,13,10,9,9,14,14
19,15,15,19,19,20,20,14,19,21
13,10,8,3,10,7,9,4,13,13
20,25,19,20,20,26,21,22,25,25
19,19,19,13,19,22,20,22,13,19
9,13,9,10,13,13,4,13,13,9
19,9,13,13,19,15,16,14,1,14
9,14,13,13,13,8,13,13,9,16
22,25,25,25,19,25,10,26,25,25
8,7,3,-1,9,4,13,14,13,10
16,15,25,19,21,21,22,22,22,25
15,25,19,15,16,19,19,14,10,10
19,22,20,21,10,19,16,25,25,20
20,22,21,20,19,25,28,19,20,22
19,16,14,15,21,19,19,10,15,19
33,19,33,34,16,33,16,25,33,31
14,16,15,16,13,19,14,15,14,14
16,10,14,19,14,10,19,8,19,13
13,14,13,9,15,13,15,9,14,13
22,21,19,20,16,7,21,20,19,20
7,8,9,13,10,9,13,9,9,7
19,4,15,20,10,15,20,20,16,15
26,14,19,19,15,26,14,16,19,20
22,16,22,19,13,25,26,20,28,20
19,7,19,19,15,14,15,15,13,15
19,14,14,13,14,15,10,16,15,14
3,14,9,10,8,13,9,8,16,9
15,15,14,15,19,15,16,14,15,16
25,25,25,27,25,28,31,25,25,31
14,19,21,9,20,19,20,20,19,20
20,20,20,20,15,16,21,21,19,25
-1,13,9,20,4,21,19,16,19,20
20,19,19,19,25,15,20,10,21,-1
13,4,13,9,13,13,14,13,13,10
31,27,26,26,28,27,26,31,19,25
19,21,16,22,19,13,22,21,13,9
32,31,33,19,31,16,32,25,22,10
13,13,14,13,15,14,13,13,10,14
21,25,25,27,25,21,21,19,10,20
14,15,7,13,9,13,16,14,15,3
10,-1,13,15,10,10,13,14,13,14
13,13,8,9,13,10,13,9,13,9
16,21,19,19,20,19,19,15,19,16
13,7,16,13,10,19,13,10,7,8
13,10,9,3,13,14,15,8,7,9
14,16,19,8,13,15,21,21,19,4
16,7,15,14,15,13,8,13,13,8
10,10,13,15,14,7,7,13,9,14
10,4,13,13,15,14,14,15,14,15
15,13,15,13,15,13,7,13,13,13
4,16,16,14,-1,15,13,15,15,19
14,19,15,10,19,19,16,20,21,14
19,21,19,20,21,19,19,19,15,19
9,19,19,13,19,19,10,9,14,20
27,10,22,28,26,28,32,22,27,25
13,15,7,3,13,15,13,14,9,13
19,16,19,13,13,13,-1,19,20,16
10,19,16,20,15,19,19,16,19,15
7,4,13,13,13,15,13,7,16,13
21,21,14,13,22,21,22,15,19,22
20,13,9,20,16,14,15,7,16,20
21,25,25,25,26,27,22,25,25,25
15,25,26,25,9,22,20,26,16,32
25,22,25,19,21,16,25,20,21,3
3,13,9,15,10,10,13,13,10,13
14,9,1,4,9,9,8,14,10,13
7,10,15,-1,16,19,16,15,15,19
13,13,19,13,13,14,13,14,13,14
13,4,14,15,14,15,9,15,15,4
13,10,14,13,14,13,19,16,15,7
19,13,21,13,20,26,28,22,21,21
33,31,34,32,28,31,46,40,34,34
22,25,22,19,20,9,25,21,16,19
7,15,19,15,15,14,14,15,-1,14
21,25,20,25,21,25,22,10,25,10
19,9,20,19,19,19,19,13,16,19
16,10,7,13,15,19,16,16,8,20
7,15,16,15,13,15,14,14,13,13
16,9,25,25,19,26,25,25,27,25
19,19,20,19,19,19,16,20,19,16
19,20,19,16,20,20,8,15,19,19
46,40,27,22,19,52,34,46,34,34
25,19,25,21,26,25,25,15,25,22
14,15,14,14,15,15,19,15,9,14
19,20,21,19,19,21,16,22,15,9
21,21,25,19,19,22,7,22,25,25
14,13,14,15,13,16,14,13,10,14
16,-1,14,19,14,15,16,15,20,19
19,15,14,14,20,7,19,19,10,19
25,19,21,20,19,25,13,19,9,9
13,10,9,1,8,14,14,9,7,8
19,14,15,13,14,19,16,14,19,19
27,25,31,22,15,26,21,25,27,25
19,20,20,20,15,19,15,21,8,22
15,19,14,15,15,9,14,14,15,10
19,20,20,16,19,15,16,15,19,19
7,15,7,4,15,15,14,7,14,13
10,15,14,14,14,4,15,9,14,14
15,19,19,15,21,19,14,19,20,21
9,4,21,19,13,25,22,25,21,21
13,10,13,9,13,13,8,8,9,7
19,26,19,25,27,25,25,16,15,26
14,14,19,15,15,9,16,8,16,10
19,13,15,14,15,4,14,16,19,14
16,15,19,19,13,19,19,19,20,15
16,13,9,13,15,15,15,16,9,16
7,13,20,19,19,20,15,19,19,10
31,21,33,21,32,19,31,31,31,31
32,10,31,31,31,31,32,28,14,31
14,15,16,15,13,14,15,9,7,19
10,8,9,10,10,8,13,10,4,8
13,10,4,13,7,13,13,14,9,13
16,14,13,8,13,19,10,15,7,15
25,31,26,22,16,25,31,13,27,31
27,25,26,25,25,26,26,25,25,16
21,19,19,9,19,16,19,13,15,22
13,3,7,13,14,9,13,13,2,10
14,10,9,4,14,15,15,16,10,15
7,3,10,7,8,8,9,8,4,8
16,19,15,19,16,14,15,19,16,20
-1,10,22,9,8,9,14,13,10,13
16,10,14,15,15,15,15,15,14,15
19,14,14,13,15,16,13,14,13,14
16,21,13,20,15,15,13,14,20,19
16,31,27,31,19,28,25,31,28,31
19,8,10,13,14,14,8,19,15,14
15,14,14,13,13,13,16,14,14,9
25,21,14,25,25,20,21,21,25,20
16,15,19,15,25,16,19,21,7,22
8,14,19,14,14,16,13,13,19,13
9,13,20,19,15,10,19,20,15,19
10,9,3,9,9,7,9,10,14,13
16,13,16,7,13,10,19,13,13,3
20,20,19,19,19,20,19,20,10,19
3,14,10,3,13,19,14,13,19,10
21,15,25,21,22,16,20,25,21,31
10,8,15,4,19,19,19,9,8,15
20,10,8,19,9,21,19,13,25,16
13,8,13,14,13,14,13,13,13,15
25,19,19,21,22,25,21,21,20,25
31,31,28,31,21,26,22,31,15,27
26,22,25,13,15,15,25,25,25,25
19,19,4,19,16,10,25,19,10,20
10,16,15,8,10,16,14,14,13,13
21,20,19,21,19,19,8,19,19,19
25,25,25,20,21,22,21,22,25,9
14,10,13,14,14,15,14,14,13,19
15,13,20,20,21,16,14,21,19,15
15,13,13,7,15,13,10,15,20,19
21,22,22,20,20,21,25,21,10,15
13,3,10,13,8,9,8,14,13,10
21,-1,15,16,20,19,15,15,19,19
27,27,25,28,27,26,25,25,25,26
28,31,10,28,28,31,31,28,26,27
20,21,14,9,19,20,21,21,19,15
13,22,19,19,19,19,14,14,20,15
