player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,team1Win
Karma,Sona,Yone,Gragas,Amumu,Ekko,Syndra,Pyke,Riven,Lucian,1
Sett,Diana,Zyra,Shyvana,Aphelios,Sona,Ornn,Karthus,Nidalee,Yone,1
Sona,Sett,Lillia,Brand,MissFortune,LeeSin,Akali,Irelia,Pantheon,Kog'Maw,1
Tryndamere,Bard,Kha'Zix,Ahri,Caitlyn,Fizz,Sion,Alistar,MissFortune,Volibear,0
Shyvana,Jhin,Shen,Karma,Cassiopeia,Syndra,Graves,Yone,Kai'sa,Alistar,1
Graves,Thresh,Ashe,Illaoi,Akali,Sylas,Lulu,Nasus,Nunu,Jinx,1
Ashe,Evelynn,Karma,Lissandra,Fiora,Yone,Lulu,Nasus,Caitlyn,Ekko,1
Urgot,Yasuo,Sona,MissFortune,Vi,Maokai,Rengar,Darius,Nautilus,Tristana,1
Fizz,Ashe,Morgana,TwistedFate,Aatrox,Ahri,Tristana,Shen,Vi,Leona,0
Morgana,MissFortune,Soraka,Leona,Kayn,Dr.Mundo,Master Yi,Kennen,Caitlyn,Katarina,1
TahmKench,Poppy,Kindred,Diana,Varus,Nasus,Yuumi,Graves,Swain,Yasuo,0
Annie,Garen,Caitlyn,Graves,Leona,Lillia,Neeko,Camille,Jinx,Alistar,0
Cho'Gath,Brand,Syndra,Jinx,Hecarim,Nasus,Diana,Morgana,Caitlyn,Udyr,0
Zed,Ashe,Hecarim,Senna,Veigar,Yuumi,Tristana,Diana,Jax,Riven,0
Kindred,Senna,Lillia,Lux,Fiora,Darius,Warwick,Galio,Vayne,Thresh,1
Caitlyn,Garen,Nami,Lux,Kha'Zix,Hecarim,Veigar,Senna,Cassiopeia,Yone,1
Volibear,Leona,Jhin,Maokai,Tristana,Nasus,Lux,Sona,Master Yi,Ahri,0
Skarner,Camille,Kassadin,Jhin,Pantheon,Sett,Ashe,Volibear,Nasus,Galio,0
Annie,Shaco,Lucian,Gnar,Shyvana,Volibear,Ezreal,Yasuo,Singed,Zilean,1
Diana,Warwick,Kindred,Zilean,Yasuo,Shen,Jinx,Hecarim,Ahri,Lux,0
Galio,Swain,Graves,Lucian,Yone,Evelynn,Sona,Sion,Ezreal,Neeko,0
Jax,Zyra,Twitch,Garen,Ahri,Lux,Tristana,Yasuo,Kayle,Kha'Zix,1
Nautilus,Yone,Fiddlesticks,Singed,Ezreal,Hecarim,Darius,Ekko,Yuumi,Lucian,0
Yasuo,Jhin,Zyra,Kha'Zix,Quinn,Kled,Morgana,Caitlyn,Zoe,Volibear,0
Malzahar,Nasus,Kindred,Jhin,Rakan,Amumu,Riven,Yasuo,Azir,Lulu,0
Kayn,Yasuo,Ziggs,Lucian,Sion,Soraka,Zac,Viktor,Ashe,TahmKench,0
Yorick,Caitlyn,Sona,Veigar,Amumu,Orianna,Ashe,Nocturne,Darius,Malphite,1
Jinx,Yuumi,Kayn,Yone,Ornn,Lillia,Shen,Senna,Yasuo,Kindred,0
Volibear,Nocturne,MissFortune,Singed,Sona,XinZhao,Sett,Heimerdinger,Swain,Ahri,0
Garen,Jhin,Lulu,Hecarim,Bard,Malphite,Caitlyn,Kayn,Fizz,Blitzcrank,1
Varus,Zyra,Warwick,Yone,Camille,Braum,Ekko,Sett,Evelynn,Ashe,0
Vladimir,Kai'sa,Senna,Wukong,Ekko,Lux,Tristana,Olaf,Yasuo,Yone,1
Jax,Lux,Master Yi,Lulu,Ezreal,Teemo,Leona,Olaf,Volibear,Lucian,1
MissFortune,Morgana,Pyke,Heimerdinger,Hecarim,Yasuo,Senna,Wukong,Yone,Jhin,1
Tryndamere,Caitlyn,Nocturne,Zilean,Yuumi,Garen,Hecarim,Sivir,Vel'Koz,Soraka,1
Soraka,Volibear,Talon,Renekton,Ezreal,Nunu,Malphite,MissFortune,Jhin,Riven,1
Syndra,Veigar,Kindred,Sona,Gangplank,Viktor,Rakan,Ashe,Jax,Graves,1
Ashe,Shen,Pantheon,Fiddlesticks,Lux,Lucian,Sett,Karma,Kha'Zix,Galio,0
Vayne,Wukong,Lillia,Leona,Vi,Illaoi,Sona,Jinx,Neeko,Evelynn,0
Jax,Kayn,Graves,Cho'Gath,Yone,Tryndamere,Shen,Zilean,Ekko,Kai'sa,1
Kai'sa,Thresh,Yone,Ornn,Kha'Zix,Kayn,Vladimir,Vayne,Alistar,XinZhao,0
Ashe,Amumu,Wukong,Lux,Morgana,Thresh,Ahri,Singed,Caitlyn,Trundle,0
Ryze,Lux,Ahri,Vayne,Caitlyn,Swain,Lucian,Amumu,Jinx,Kayle,0
Galio,Evelynn,Morgana,Caitlyn,Irelia,Wukong,Sylas,Karma,Kalista,Kayle,1
Fizz,Morgana,Aphelios,Wukong,LeeSin,Kayn,Riven,Zilean,Jinx,Leona,0
Nocturne,Veigar,Jax,Jhin,Xerath,Nidalee,Tryndamere,Lux,Ezreal,Kayn,1
Dr.Mundo,Caitlyn,Senna,Rumble,Olaf,Mordekaiser,Cassiopeia,Maokai,Trundle,Jhin,1
Ekko,Vi,Sett,Caitlyn,Blitzcrank,Hecarim,Jhin,Bard,Maokai,Ahri,1
Ezreal,Volibear,Talon,Sylas,Soraka,Hecarim,Shen,Jinx,Lulu,Zoe,1
Ezreal,Swain,Yasuo,Yone,Master Yi,Draven,Hecarim,Sion,Azir,Blitzcrank,0
Xayah,Fizz,Hecarim,Sett,Lux,Lucian,Ahri,Camille,Yuumi,Evelynn,1
Senna,Morgana,Malzahar,Diana,Jax,Lucian,Alistar,Nunu,Annie,Volibear,0
Teemo,Twitch,Blitzcrank,Yone,Kayn,Draven,Yuumi,Rammus,Vladimir,Garen,0
Ekko,Yasuo,Wukong,Lux,Ziggs,MissFortune,Braum,Katarina,Tryndamere,Garen,1
Caitlyn,Yuumi,Jayce,Kayn,Ekko,Pantheon,Ezreal,Annie,Renekton,Amumu,1
Ekko,Nasus,Karma,Thresh,Jinx,Yuumi,Yone,Sion,Amumu,Twitch,1
Yorick,Jinx,Lulu,Amumu,Lux,Kayn,Veigar,Malphite,Yuumi,Jhin,1
Jinx,Sona,Ivern,Teemo,Zed,Lulu,Neeko,MissFortune,Kayn,Yone,1
Gnar,Ekko,Draven,Zilean,Hecarim,Maokai,Caitlyn,Fiddlesticks,Sett,LeBlanc,1
Lulu,Jax,Ekko,Kai'sa,Kayn,Shen,Ezreal,Zac,Taric,Swain,0
MissFortune,Morgana,Vel'Koz,Shyvana,Tryndamere,Jhin,Shen,Fizz,Nautilus,Galio,0
Warwick,Garen,Annie,Ashe,Senna,Evelynn,Caitlyn,Sett,Nautilus,Vladimir,1
Aatrox,Nunu,Twitch,Lux,Thresh,Veigar,Garen,LeeSin,Jax,Neeko,1
Nautilus,Aphelios,Katarina,Sion,Teemo,Zed,Tristana,LeBlanc,Poppy,Janna,0
Nunu,Fiora,Shyvana,Leona,Caitlyn,Ashe,Nautilus,Kayn,LeBlanc,Garen,1
Thresh,Kindred,Tryndamere,Ashe,Draven,Yasuo,Yone,Riven,Soraka,Lillia,0
Braum,Urgot,Brand,Gragas,Caitlyn,Lucian,Sett,Ekko,Lulu,Irelia,0
Bard,Kassadin,Ashe,Wukong,Nasus,Thresh,Renekton,Vi,Ekko,Lucian,1
Kha'Zix,Yone,Shen,Ezreal,Leona,Singed,Azir,Hecarim,Senna,Caitlyn,0
Ekko,Singed,Ashe,Yone,Leona,Sejuani,Galio,Kled,Sett,Draven,1
Warwick,Wukong,Nautilus,Draven,Irelia,Ashe,Karma,Olaf,Shen,Yone,0
Olaf,Sett,Senna,Caitlyn,Lux,Rakan,Diana,Aphelios,Zed,Irelia,1
MissFortune,Kha'Zix,Jax,Swain,Senna,Fiora,Yuumi,Aphelios,Yone,Udyr,0
Karma,Caitlyn,Kayn,Vayne,Orianna,Zed,Nautilus,LeeSin,Kai'sa,Teemo,0
Ezreal,Veigar,Trundle,Soraka,Darius,Ekko,Yone,Blitzcrank,Jax,Sivir,0
Mordekaiser,Caitlyn,Senna,Fizz,Nidalee,Kindred,Ahri,Shen,Ezreal,Morgana,0
Amumu,Lux,Fiora,Orianna,Ashe,Jinx,Zed,Irelia,Warwick,Morgana,0
Yone,Sion,Evelynn,Jinx,Leona,Zed,LeeSin,Vayne,Pantheon,Galio,0
Nidalee,Yasuo,Teemo,Nautilus,Jinx,Morgana,Caitlyn,Senna,Akali,LeeSin,1
Pyke,Kassadin,Volibear,Kai'sa,Shen,Yasuo,Lulu,Vayne,Hecarim,Renekton,0
Jayce,Lillia,Yone,Twitch,Lulu,Thresh,Jinx,Vladimir,Hecarim,Teemo,0
Sett,Lux,Maokai,Pantheon,Ashe,Volibear,Orianna,Nami,Jhin,Singed,0
Yone,Senna,Jinx,Amumu,Garen,Lux,Volibear,Urgot,Jhin,Orianna,0
Thresh,Riven,Kai'sa,Nocturne,Ziggs,Garen,Caitlyn,Lux,Orianna,JarvanIV,0
Yuumi,Veigar,Camille,Nunu,Yasuo,Yone,Bard,Caitlyn,Darius,Ekko,0
Cho'Gath,Ashe,Morgana,Lillia,Caitlyn,Ryze,Pantheon,Thresh,Graves,Warwick,1
Senna,TwistedFate,Kog'Maw,Ivern,Riven,Kha'Zix,Braum,Volibear,Lucian,Ahri,0
Vel'Koz,Olaf,Yuumi,Sivir,Kayle,Amumu,Thresh,Malzahar,Draven,Wukong,1
Warwick,Renekton,Ahri,Braum,Ezreal,Udyr,Alistar,Vayne,Teemo,Yone,0
Twitch,Viktor,Lulu,Kayn,Mordekaiser,Warwick,Kai'sa,Renekton,Sona,Ahri,0
Volibear,Master Yi,Ahri,Pantheon,Ashe,Xerath,Lillia,Zed,Amumu,Ezreal,1
Evelynn,MissFortune,Thresh,Irelia,Fiora,Xayah,Rakan,Kha'Zix,Garen,Ziggs,1
Morgana,Dr.Mundo,Ezreal,Pantheon,Master Yi,Vayne,Brand,Blitzcrank,Wukong,Darius,0
Morgana,Vayne,Neeko,Lucian,Xayah,Thresh,Ornn,Pantheon,Wukong,Caitlyn,1
Tristana,Diana,Sett,Evelynn,Nautilus,Sylas,Nunu,Maokai,Malphite,Yasuo,0
Ziggs,Rakan,Mordekaiser,Nocturne,Twitch,Kha'Zix,Kai'sa,Fiora,Ahri,Blitzcrank,0
Mordekaiser,Tristana,Wukong,Hecarim,Shaco,Vayne,Bard,Galio,Nautilus,Sett,1
Fiora,Galio,Lucian,Janna,Amumu,Fizz,Lux,Riven,MissFortune,Shaco,1
Zed,Akali,Nautilus,Volibear,Wukong,Jhin,Warwick,Irelia,Senna,Garen,1
Camille,Fiddlesticks,Garen,Bard,Veigar,Maokai,Cassiopeia,Master Yi,Zilean,Tristana,0
Akali,Nami,Lucian,Renekton,Sylas,Yone,Heimerdinger,Soraka,Amumu,Kog'Maw,0
Katarina,Thresh,Hecarim,Jhin,Teemo,Yone,Pyke,Ahri,Malphite,Ashe,1
Soraka,Garen,Kayn,Jhin,Ahri,Master Yi,Nautilus,Lucian,Vladimir,Shen,1
Jayce,Ezreal,Kayn,Akali,Senna,Vayne,Thresh,Yasuo,Teemo,Master Yi,0
Poppy,TwistedFate,Volibear,Twitch,Yuumi,Thresh,Hecarim,Vayne,Zed,Sion,0
Renekton,Caitlyn,Zilean,LeeSin,Yone,Zoe,Jinx,Braum,Morgana,Akali,0
Renekton,MissFortune,Bard,Shyvana,Ahri,Draven,Amumu,Malphite,Ekko,Senna,1
Yasuo,MissFortune,Garen,Morgana,Master Yi,Warwick,Fizz,Zyra,Ashe,Vayne,1
Olaf,Lucian,Akali,Morgana,Shen,Galio,Caitlyn,Blitzcrank,Malphite,Volibear,1
Kayn,Hecarim,Lulu,Ashe,Akali,Kayle,Kalista,Zyra,Azir,Darius,1
Veigar,Garen,Graves,Caitlyn,Blitzcrank,Ornn,Cassiopeia,Amumu,Kai'sa,Yuumi,1
Yone,Elise,Volibear,Ashe,Lulu,JarvanIV,Renekton,LeBlanc,Jhin,Morgana,0
Shen,Nautilus,Yasuo,Zed,Karthus,Rakan,Jhin,Wukong,Akali,Sejuani,0
Vayne,Leona,Akali,Dr.Mundo,Kindred,MissFortune,Cho'Gath,Olaf,Rakan,Urgot,0
Ashe,Camille,Veigar,Karma,Ekko,Yasuo,Yone,Vel'Koz,Lux,Hecarim,1
Nunu,Garen,Veigar,Ezreal,Rakan,Lux,Singed,MissFortune,Wukong,Volibear,0
Ahri,Amumu,Vayne,Jax,Sona,Ezreal,Shyvana,Camille,Ashe,Nautilus,0
Yasuo,Nunu,Malzahar,Camille,Sett,Caitlyn,Taliyah,Rakan,Kled,Volibear,1
Brand,Garen,XinZhao,Yone,Jinx,Volibear,Caitlyn,Sett,Senna,TwistedFate,1
Lissandra,Senna,Lux,Ekko,Jhin,Shen,Akali,Nasus,Caitlyn,Master Yi,0
Fiddlesticks,Quinn,Caitlyn,Kayn,Senna,Vi,Darius,Ashe,Zyra,Ahri,0
Zac,Aphelios,Zyra,Renekton,Mordekaiser,Lucian,Camille,Pantheon,Morgana,Katarina,1
Maokai,Gragas,Kled,Rumble,Lucian,Zilean,Katarina,Tristana,Irelia,Hecarim,1
Leona,Tristana,Darius,Ziggs,Shaco,Karma,Fiddlesticks,Yorick,Fizz,Jhin,1
Thresh,Annie,Camille,Zac,Senna,Yone,TwistedFate,Malphite,Kha'Zix,Blitzcrank,0
Warwick,Blitzcrank,Tristana,Nasus,Fizz,Evelynn,Annie,Pyke,Vayne,Vladimir,1
Jhin,Jax,Kayn,Senna,Cho'Gath,Graves,Mordekaiser,Soraka,Orianna,Draven,0
Leona,Malphite,Kled,Lux,Jinx,Riven,Sona,Anivia,Ezreal,Kayn,0
Zed,Senna,Nidalee,Morgana,Malphite,Ashe,Blitzcrank,Darius,Fizz,LeeSin,1
Rammus,Zoe,Maokai,Caitlyn,Renekton,Twitch,Jinx,Rengar,Mordekaiser,Taric,0
Zed,Graves,Twitch,Swain,Garen,Akali,Jhin,Warwick,Karma,Yone,1
JarvanIV,Veigar,Shen,Jhin,Xerath,Garen,Nautilus,Ashe,Yone,Kindred,1
Evelynn,Aphelios,Riven,Thresh,Zoe,Kai'sa,Leona,Akali,Graves,Sett,1
Zac,Yone,Urgot,Ezreal,Brand,Diana,Thresh,Darius,Jhin,Kayn,0
Twitch,Karma,Yone,Quinn,Kayn,Rammus,Garen,Teemo,Zyra,Jhin,0
Twitch,Yone,Kayle,Sion,Wukong,Zed,Elise,Maokai,Jhin,Shen,0
Talon,Jinx,Kayn,Lux,Garen,Qiyana,Alistar,JarvanIV,Ashe,Kindred,0
Vladimir,Rengar,Shen,Alistar,Kai'sa,Evelynn,Zed,Akali,Nami,Lucian,1
Evelynn,Yone,Lux,Caitlyn,Gnar,Ahri,Singed,Yasuo,Riven,Warwick,0
Kalista,Vladimir,Graves,Yuumi,Malphite,TwistedFate,Hecarim,Pantheon,Jax,Ashe,0
Yone,Cho'Gath,Nami,Jhin,Kha'Zix,Ekko,Soraka,Caitlyn,Evelynn,Renekton,0
Diana,Ashe,Leona,Nocturne,Sett,Teemo,Pantheon,Kayn,Yasuo,Aphelios,0
Renekton,Hecarim,Vayne,Sona,Zoe,Garen,LeBlanc,Kayn,Nautilus,Tristana,1
Teemo,Veigar,Nocturne,Lux,Caitlyn,Mordekaiser,Nidalee,MissFortune,Malzahar,Lulu,0
Cho'Gath,Kayn,Pyke,Lucian,LeBlanc,Darius,Shyvana,Kog'Maw,Lulu,Fizz,1
Fizz,Brand,Mordekaiser,Sivir,Senna,Yasuo,Irelia,Caitlyn,Leona,Sylas,1
Veigar,Urgot,Warwick,Ashe,Viktor,Renekton,Morgana,Ezreal,Evelynn,Yone,0
Jhin,Yasuo,Ornn,Dr.Mundo,Swain,Ahri,Caitlyn,Malphite,Pantheon,Nunu,1
Fiddlesticks,Pantheon,Jhin,Vel'Koz,Zyra,Caitlyn,Janna,Anivia,Talon,Volibear,1
Volibear,Lillia,Galio,Alistar,Jhin,Camille,Ezreal,Lux,Ekko,Talon,1
Heimerdinger,Jax,Zed,Ezreal,Soraka,Veigar,Ashe,Quinn,Volibear,Sona,1
Kha'Zix,Thresh,Katarina,Sett,Caitlyn,Nautilus,Hecarim,Vladimir,Ezreal,Kled,1
Veigar,Pantheon,Graves,Caitlyn,Blitzcrank,Cassiopeia,Kindred,Shen,Yuumi,Ezreal,0
Ashe,Evelynn,Sett,Lulu,Diana,Malzahar,Ivern,Volibear,Ezreal,Janna,0
Udyr,Ekko,Urgot,Caitlyn,Zyra,Riven,Syndra,Rumble,Graves,Braum,1
Rammus,Swain,Nami,Jax,Quinn,Vi,Poppy,Katarina,Leona,Ashe,0
Garen,Lillia,Malphite,Amumu,Ezreal,Vladimir,Lux,Tryndamere,Sett,Vayne,1
Lucian,LeBlanc,Kindred,Garen,Xerath,Yone,Heimerdinger,Kayn,Brand,Jinx,1
Volibear,Master Yi,Ahri,Nautilus,Jhin,Pantheon,Fizz,Senna,Graves,Sett,0
Nocturne,Teemo,Aphelios,Alistar,Yasuo,Kindred,Darius,Malphite,Warwick,Brand,0
Ornn,Senna,Lux,Ashe,Sett,Skarner,Jhin,Shen,Anivia,Zilean,1
Morgana,Twitch,Ekko,Aatrox,Fizz,Ezreal,Malzahar,Shaco,Malphite,Cho'Gath,0
Annie,Nocturne,Kindred,Thresh,Fiora,Shyvana,Tristana,Malphite,Yasuo,Tryndamere,0
Bard,Mordekaiser,Fizz,Ezreal,Kassadin,Caitlyn,Malphite,Nunu,Nasus,Zed,0
Jax,Lux,Sona,Jayce,Evelynn,Ezreal,Yuumi,Volibear,Morgana,Mordekaiser,1
Jhin,Soraka,Leona,Syndra,Jax,Quinn,Ezreal,Zyra,Vel'Koz,Nunu,0
LeeSin,Fizz,Tristana,Morgana,Kayle,Yone,Swain,Quinn,Warwick,Jhin,0
Lux,Yone,Graves,Vayne,Lulu,Jax,Ekko,Taric,Vel'Koz,Jhin,1
Urgot,LeBlanc,Vayne,Sona,Volibear,Vi,Ahri,Ashe,Dr.Mundo,Riven,0
Heimerdinger,Rengar,Jhin,Malzahar,Nami,Lucian,Volibear,Senna,Kayn,Cassiopeia,1
Brand,Fizz,Lucian,Sett,Aatrox,Master Yi,Galio,Jinx,Senna,Ahri,0
Vayne,Fiora,Zilean,Akali,Shaco,Lucian,Lulu,Darius,Kha'Zix,Vladimir,1
Kayn,Darius,Rumble,MissFortune,Zyra,Garen,Nunu,Vayne,Thresh,Lux,1
Caitlyn,Yasuo,Teemo,Yone,Olaf,Lux,Rengar,Zyra,Nunu,MissFortune,1
Taric,Master Yi,Kennen,Morgana,Aphelios,Lulu,Jax,Ezreal,Rumble,TahmKench,1
Thresh,Kayn,Volibear,Ezreal,Zed,Sett,Amumu,Ashe,Ahri,Brand,0
Jinx,Jax,Lux,Swain,Garen,Caitlyn,Galio,Vayne,Lillia,Zyra,1
Yuumi,Kha'Zix,Maokai,Kai'sa,Orianna,Kayle,Lux,Jinx,Ivern,Vladimir,1
Lillia,Ezreal,Thresh,Graves,Orianna,Sona,Lux,Udyr,Vladimir,Yasuo,0
Kennen,Senna,Garen,Nunu,Ashe,Leona,Volibear,Quinn,Caitlyn,Ahri,1
Jhin,Kayle,Nautilus,Rek'Sai,Yone,Kha'Zix,Galio,Jax,Soraka,Varus,0
Kindred,Senna,MissFortune,Kassadin,Aatrox,Jhin,Shen,Olaf,Viktor,Sett,1
Vayne,Blitzcrank,Kled,Zed,Zac,Wukong,Nautilus,Caitlyn,Yone,LeeSin,1
Kog'Maw,Udyr,Lux,Shen,Ahri,Talon,Xerath,Jhin,Volibear,Nasus,0
Vayne,Lux,Sett,Shaco,Maokai,Volibear,Jinx,Yone,Leona,Veigar,0
Wukong,Tristana,Caitlyn,Akali,Sett,Yasuo,LeBlanc,Blitzcrank,Fiddlesticks,Lucian,0
Renekton,Malzahar,Twitch,Graves,Nami,Kai'sa,Sett,Swain,Mordekaiser,Akali,1
Wukong,Sona,Akali,Kayn,Kog'Maw,Lulu,Twitch,Dr.Mundo,Xerath,Lillia,1
Amumu,Sivir,Taric,Teemo,Lillia,Ezreal,Annie,Rek'Sai,Karma,Evelynn,0
Bard,Wukong,Lillia,Kai'sa,Vladimir,Nidalee,Ezreal,Senna,Ornn,Kayn,1
Gnar,Nautilus,Kai'sa,Yone,Nidalee,Lucian,Rengar,Kayle,Sona,Zed,1
Malzahar,Jinx,Sylas,Thresh,Kindred,Jax,Nunu,Ziggs,Morgana,Heimerdinger,0
Caitlyn,Zed,Sylas,Nautilus,Rengar,Jax,Ahri,Volibear,Jinx,Lulu,1
Jax,Fiddlesticks,Lillia,Tristana,Nautilus,Yone,Sett,Maokai,Hecarim,Yasuo,0
Ezreal,Fizz,Vi,Warwick,Shaco,Azir,Ekko,Nunu,Jinx,Garen,1
Sett,Vel'Koz,Lux,Wukong,Caitlyn,Ezreal,Urgot,Lissandra,Fiddlesticks,Leona,1
Yone,Draven,Nunu,Vladimir,Sona,Dr.Mundo,Brand,LeBlanc,Nasus,Jhin,1
Garen,Yone,Caitlyn,Malphite,Shyvana,Urgot,Jhin,Leona,Zed,Kayn,0
Master Yi,Kai'sa,Riven,Neeko,Thresh,Anivia,Evelynn,Garen,Ashe,Alistar,0
Ashe,Vi,Brand,Kayn,Annie,Renekton,Caitlyn,Shen,Sylas,Lux,1
Draven,Gangplank,Viktor,Vi,Brand,Caitlyn,Lux,Ahri,Volibear,Udyr,0
Ezreal,Ashe,Nami,Hecarim,Mordekaiser,Yone,Lux,Kindred,Caitlyn,Sett,1
Fiora,Zac,Camille,Aphelios,Leona,Gnar,Yasuo,Janna,Yone,Jhin,0
Kindred,Riven,Maokai,Jinx,Shen,Hecarim,Tristana,Akali,Zed,Nautilus,0
Shaco,LeBlanc,Zyra,Lucian,Riven,MissFortune,Orianna,Brand,Camille,Nocturne,0
Jhin,Shaco,Pyke,Malphite,Jax,Tryndamere,Soraka,Warwick,Ezreal,Karthus,0
Amumu,Lucian,Ahri,Karma,Senna,Kayn,Yone,Lux,Garen,MissFortune,0
Garen,LeeSin,Brand,Sivir,Heimerdinger,Vayne,Zed,Lillia,Lux,Pantheon,0
Mordekaiser,Amumu,Sona,Zed,Ashe,Karthus,Caitlyn,Yone,Brand,Cassiopeia,1
Kayle,Vladimir,Ekko,Morgana,Ezreal,Irelia,Teemo,Shaco,Poppy,Tristana,0
Sylas,Garen,Nasus,TwistedFate,Sion,Xayah,Orianna,Shen,Warwick,Rakan,1
Dr.Mundo,Zoe,Brand,Warwick,Twitch,Mordekaiser,Yone,Lux,Ashe,Kayn,0
Morgana,Aphelios,Malphite,Garen,Veigar,MissFortune,Jax,Zed,Yone,Lux,1
Brand,Jhin,Yone,Akali,Graves,Ahri,LeeSin,Sona,Tryndamere,Caitlyn,0
Ahri,Volibear,Sona,Caitlyn,Pantheon,Sett,Lucian,Diana,LeeSin,Jax,1
Akali,Gangplank,Varus,Karthus,Soraka,Kassadin,Jinx,Yasuo,Thresh,Dr.Mundo,0
Master Yi,Brand,Morgana,Ashe,Jax,LeeSin,MissFortune,Nasus,Katarina,Blitzcrank,1
Heimerdinger,Camille,MissFortune,Sejuani,Blitzcrank,Vayne,Malzahar,Amumu,Quinn,Maokai,0
Syndra,Fiora,MissFortune,Maokai,Vel'Koz,Annie,Lillia,Shaco,Garen,Vayne,1
Irelia,Lillia,Thresh,Caitlyn,Swain,Heimerdinger,Ekko,Fiora,Senna,Ashe,0
Ashe,Evelynn,Yone,Camille,Blitzcrank,Kai'sa,Heimerdinger,Nautilus,Tryndamere,Hecarim,1
Nasus,Diana,Varus,Senna,LeeSin,Sett,Shaco,Malzahar,Jhin,Pyke,1
Morgana,Gangplank,Jhin,Kha'Zix,Graves,Volibear,Poppy,Ezreal,Zilean,Orianna,0
Illaoi,Kayn,Xerath,MissFortune,LeBlanc,Leona,Shaco,Yone,Ahri,Lucian,1
Morgana,Caitlyn,Kayle,Neeko,Master Yi,Nautilus,Illaoi,Ahri,Renekton,Kha'Zix,1
Yasuo,Fiddlesticks,Lillia,Jhin,Swain,Lux,Riven,Vi,Anivia,Xayah,1
Caitlyn,Teemo,Yasuo,Volibear,Talon,Zed,Pyke,Kai'sa,JarvanIV,Shen,0
Kayle,Senna,Soraka,MissFortune,Ekko,Nidalee,Fizz,Ashe,Nasus,Vel'Koz,0
Xerath,Veigar,Renekton,Pantheon,Tristana,Ahri,Morgana,Teemo,MissFortune,Master Yi,1
Yuumi,Yorick,Shaco,Caitlyn,Kassadin,Tryndamere,Lulu,Vi,Wukong,Kai'sa,0
Karma,Ahri,Lucian,Ashe,Elise,Fiddlesticks,Sona,Ziggs,Caitlyn,Darius,0
TwistedFate,Teemo,Brand,Caitlyn,Fiddlesticks,Lux,Sona,Diana,Volibear,Wukong,0
Caitlyn,Zilean,Garen,Ekko,Amumu,Riven,Olaf,Talon,Bard,Ezreal,0
Zed,Elise,Jayce,Lux,Ezreal,Yasuo,Twitch,Volibear,Fiora,Leona,0
Caitlyn,Skarner,Darius,Morgana,Nami,Mordekaiser,Jhin,Malzahar,Olaf,Lux,0
Zed,Caitlyn,Malphite,Tryndamere,Evelynn,Neeko,Jax,Kayn,Rakan,Ezreal,1
Vayne,Yone,Xerath,XinZhao,Garen,Katarina,Fiora,Evelynn,Jhin,Pantheon,0
Renekton,Amumu,Akali,Pyke,Tristana,Teemo,Ziggs,Bard,Kayn,Yasuo,1
Fiora,LeBlanc,Alistar,Udyr,Kalista,Kindred,Lucian,Thresh,Zoe,Jax,1
Lux,Shaco,Alistar,Riven,MissFortune,Renekton,Ekko,Aphelios,Brand,Vel'Koz,0
Kindred,Kennen,Ashe,Senna,Yone,Garen,TwistedFate,Kayn,Pyke,Draven,0
LeeSin,Varus,Mordekaiser,Nami,Zed,Tryndamere,Yasuo,Nautilus,Fizz,Sett,1
Kindred,Elise,Yone,Rumble,Pyke,Nautilus,Caitlyn,Yasuo,XinZhao,Kennen,0
Yuumi,Caitlyn,Ahri,Ornn,Sett,Teemo,Jhin,Vladimir,Pyke,Volibear,0
Kayn,Ekko,Pyke,Swain,Veigar,Yasuo,Riven,Ezreal,Thresh,Hecarim,0
Amumu,Lux,Riven,Veigar,Caitlyn,Kha'Zix,Zed,Nasus,Aphelios,Soraka,1
Kayn,Morgana,Tristana,Bard,Galio,Lucian,Neeko,Lillia,Twitch,Sion,1
Zac,Yone,Karma,Trundle,Caitlyn,Cassiopeia,Lux,Soraka,Camille,Graves,0
Annie,Riven,Nautilus,Jhin,LeeSin,Caitlyn,Mordekaiser,Blitzcrank,Yone,Graves,0
Anivia,Caitlyn,Senna,Kayn,Darius,Shen,Vi,Akali,Nami,Draven,1
Zoe,Lulu,MissFortune,Rammus,Gnar,Janna,Jayce,Ashe,Sett,Kayn,1
Illaoi,Kog'Maw,Soraka,Galio,Nocturne,Talon,Nunu,Riven,Tristana,Leona,1
Vladimir,Galio,Aphelios,XinZhao,Irelia,Braum,Garen,Jinx,Brand,Kha'Zix,0
Rammus,Tristana,Sion,Yuumi,Garen,Master Yi,Caitlyn,Nami,Fizz,Maokai,1
Brand,Jhin,Varus,Urgot,Cho'Gath,Lillia,Tristana,Wukong,Pyke,Ekko,1
Caitlyn,Brand,Talon,Nunu,Volibear,Sett,Graves,LeBlanc,Jhin,Lux,1
Zed,Alistar,Nunu,Ashe,Teemo,MissFortune,Singed,Orianna,Nami,Olaf,1
Leona,Ezreal,Soraka,Gragas,Hecarim,Janna,Volibear,Ashe,Vel'Koz,Lillia,0
Yasuo,Teemo,Lux,Kayn,Ashe,Braum,Fiddlesticks,Galio,MissFortune,Mordekaiser,1
Cassiopeia,Nautilus,Nunu,Anivia,Varus,Garen,Sett,Zilean,Jinx,Galio,1
Teemo,Leona,Caitlyn,Diana,Singed,Bard,Ezreal,Ahri,Amumu,Jax,1
